id	tweetString	tweetWordArray	taggedLanguages
4070	Just dropped of my car at the mall so when I get out in the morning I won't have to walk far away and I won't have trouble finding parking	Just dropped of my car at the mall so when I get out in the morning I wo n't have to walk far away and I wo n't have trouble finding parking 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4071	@arelylera its not )= lol	@arelylera its not )= lol 	other lang1 lang1 other lang1 
4072	I go in to work at 7 tonight and don't get out till 4 in the morning and then I have to go back at 4 to close tomorrow	I go in to work at 7 tonight and do n't get out till 4 in the morning and then I have to go back at 4 to close tomorrow 	lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 
4073	Damn today and the rest of the week is going to suck for anyone who is working retail	Damn today and the rest of the week is going to suck for anyone who is working retail 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4074	@yveettt lol just go home and sleep for the rest of the day	@yveettt lol just go home and sleep for the rest of the day 	other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4075	@yveettt I knew it =') lol you need to go to sleep	@yveettt I knew it =') lol you need to go to sleep 	other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4076	@yveettt world I be a pretty horse?? Lol jkjkjk	@yveettt world I be a pretty horse ?? Lol jkjkjk 	other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 
4077	@yveettt ..............are you on drugs?????? Lol	@yveettt .............. are you on drugs ?????? Lol 	other other lang1 lang1 lang1 lang1 other lang1 
4078	going to finish my graphics class this week and then ill only have to worry about physics lecture and cal 2	going to finish my graphics class this week and then ill only have to worry about physics lecture and cal 2 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4079	done with physics lab and engineering measurments for the semester!!!!	done with physics lab and engineering measurments for the semester !!!! 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4080	Fuck!!! I just realized I forgot my usb at home	Fuck !!! I just realized I forgot my usb at home 	lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4081	Gonna get that paper (; shit and is payday	Gonna get that paper (; shit and is payday 	lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 
4082	And if yall know who it is shit you can tell em I said it	And if yall know who it is shit you can tell em I said it 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4083	Bitch made nigga	Bitch made nigga 	lang1 lang1 lang1 
4084	And apparently he recently got a lawyer talking bout he got hurt way the fuck backv then and wants to sue my insurance now	And apparently he recently got a lawyer talking bout he got hurt way the fuck backv then and wants to sue my insurance now 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4085	So I crashed with some guy that went to both with me a while back in the beginning of the semester right	So I crashed with some guy that went to both with me a while back in the beginning of the semester right 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4086	Okay that's enough. .....fuck this class Ima go to the rec	Okay that 's enough . ..... fuck this class Ima go to the rec 	lang1 lang1 lang1 lang1 other other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4087	Don't fuck with me.....and I won't fuck with you	Do n't fuck with me ..... and I wo n't fuck with you 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4088	Working stock?? Fuck it, more hours for me ;)	Working stock ?? Fuck it , more hours for me ;) 	lang1 lang1 other lang1 lang1 other lang1 lang1 lang1 lang1 other 
4089	i just want to start the year without any debt, that be tight if i can finish paying all my stuff by new years	i just want to start the year without any debt , that be tight if i can finish paying all my stuff by new years 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4090	just hit me that there's only like a month and a half left in this year	just hit me that there 's only like a month and a half left in this year 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4091	heyyyy its almost friday!!!! #payday	heyyyy its almost friday !!!! #payday 	lang1 lang1 lang1 lang1 other lang1 
4092	i need to get out of bed and go to the rec.......	i need to get out of bed and go to the rec ....... 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4093	most of the girls i meet from work that i actually like all live far away it sucks lol i need someone who lives close by jajaja	most of the girls i meet from work that i actually like all live far away it sucks lol i need someone who lives close by jajaja 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4094	well not really tired, just very sleepy	well not really tired , just very sleepy 	lang1 lang1 lang1 lang1 other lang1 lang1 lang1 
4095	Precious is always has the best tweets I swear jaja she goes off	Precious is always has the best tweets I swear jaja she goes off 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4096	Damn iv slept for almost 10 hours straight!!! I really needed it man I feel so much better all rested up	Damn iv slept for almost 10 hours straight !!! I really needed it man I feel so much better all rested up 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4097	Damn I just took almost 4 hours to finish this chapter for my graphics final project.....you know I'm putting in the work	Damn I just took almost 4 hours to finish this chapter for my graphics final project ..... you know I 'm putting in the work 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4098	Almost out of this class so I can go get my grub on	Almost out of this class so I can go get my grub on 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4099	Sooooo hungry!!!!!	Sooooo hungry !!!!! 	lang1 lang1 other 
4100	alright thats enough for tonight, time to catch some ZzZZz and rest up for tomorrow	alright thats enough for tonight , time to catch some ZzZZz and rest up for tomorrow 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 
4101	just yall wait.....in a few years yall will be seeing my name everywhere, one way or the other ima be known	just yall wait ..... in a few years yall will be seeing my name everywhere , one way or the other ima be known 	lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4102	have faith in ya boy ;)	have faith in ya boy ;) 	lang1 lang1 lang1 lang1 lang1 other 
4103	thats why i tell every girl i meet to stick with me.... if they stay down, in the future ima make it all worth it	thats why i tell every girl i meet to stick with me .... if they stay down , in the future ima make it all worth it 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4104	im trying to get my family's name known all around the world	im trying to get my family 's name known all around the world 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4105	all i know is i got dreams that are way to big to be stuck with a 9-5 for the rest of my life	all i know is i got dreams that are way to big to be stuck with a 9-5 for the rest of my life 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 
4106	i would really love to be like a music promoter or even a musician jaja like thats tight man who wouldnt want to do that right??	i would really love to be like a music promoter or even a musician jaja like thats tight man who wouldnt want to do that right ?? 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4107	i want that degree to be my back up if everything else fails, i can have something to fall back on	i want that degree to be my back up if everything else fails , i can have something to fall back on 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4108	like i wanna graduate as an engineer and be able to have a good paying job and all, but i dont want that to be it	like i wanna graduate as an engineer and be able to have a good paying job and all , but i dont want that to be it 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4109	im thinkin about starting to write poetry or songs in spanish and maybe even record or sell some of them if theyre good	im thinkin about starting to write poetry or songs in spanish and maybe even record or sell some of them if theyre good 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4110	totally just bullshit my way through the last part of my report but fuck it i dont even care anymore	totally just bullshit my way through the last part of my report but fuck it i dont even care anymore 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4111	DONE!!!!!!!!!	DONE !!!!!!!!! 	lang1 other 
4112	ive been wanting to read, the art of war for a while now, hopefully this summer if not this christmas vacation, ill get a chance to	ive been wanting to read , the art of war for a while now , hopefully this summer if not this christmas vacation , ill get a chance to 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 
4113	this summer i want to start reading	this summer i want to start reading 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4114	i just need to write 4 more lines of this bull but it just seems soooo hard after the day ive had	i just need to write 4 more lines of this bull but it just seems soooo hard after the day ive had 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4115	almost done with this shit nd i can bearly keep my eyes open -.0	almost done with this shit nd i can bearly keep my eyes open - . 0 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other other 
4116	well im halfway done with this intro	well im halfway done with this intro 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4117	i just wanna make money, go out with some good friends, chill for a bit, and get back on my grind	i just wanna make money , go out with some good friends , chill for a bit , and get back on my grind 	lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 
4118	can this semester just be over with already???	can this semester just be over with already ??? 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4119	im just sooo tired from dealing with annoying ass customers at work all day and then staying till 10 to do the floor set -.-	im just sooo tired from dealing with annoying ass customers at work all day and then staying till 10 to do the floor set -.- 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other 
4120	i mean i already finished most of my part, i just need to do the introduction part	i mean i already finished most of my part , i just need to do the introduction part 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4121	i think ima just end up half assing it lol fuck it one bad grade wont hurt much right??	i think ima just end up half assing it lol fuck it one bad grade wont hurt much right ?? 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4122	i really dont even feel like doing this report right now.....	i really dont even feel like doing this report right now ..... 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4123	@itselizabeth_8 who are you taking it with?	@itselizabeth_8 who are you taking it with ? 	other lang1 lang1 lang1 lang1 lang1 lang1 other 
4124	thinking its about that time again.... time to finish my physics report for tomorrow morning	thinking its about that time again .... time to finish my physics report for tomorrow morning 	lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4125	I need to go but a camo shirt for work tomorrow	I need to go but a camo shirt for work tomorrow 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4126	@yveettt lol if only	@yveettt lol if only 	other lang1 lang1 lang1 
4127	It don't make no paper it don't make no sense	It do n't make no paper it do n't make no sense 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4128	@yveettt what the fuck is that??	@yveettt what the fuck is that ?? 	other lang1 lang1 lang1 lang1 lang1 other 
4129	and i girl i can just chill with after work that can give me a back rub and a goodass diner	and i girl i can just chill with after work that can give me a back rub and a goodass diner 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4130	i wish i had my own spot already	i wish i had my own spot already 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4131	I love this scotch	I love this scotch 	lang1 lang1 lang1 lang1 
4132	Eat the worm muthafucka!!!	Eat the worm muthafucka !!! 	lang1 lang1 lang1 other other 
4133	Finally I'm out!!! :p 67 on the test, I think I'm good to pass the class ;)	Finally I 'm out !!! :p 67 on the test , I think I 'm good to pass the class ;) 	lang1 lang1 lang1 lang1 other other other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4134	Can I just get my test back so I can see how I did and leave??	Can I just get my test back so I can see how I did and leave ?? 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4135	This class is soooooooo boring -__- #cal2	This class is soooooooo boring -__- #cal2 	lang1 lang1 lang1 lang1 lang1 other other 
